Architecture smell,Project,Namespace,Cause
Cyclic Dependency,NLog.netfx20,NLog.Common,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.Common' NLog
Cyclic Dependency,NLog.netfx20,NLog.Common,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.Common' NLog' NLog.Layouts
Cyclic Dependency,NLog.netfx20,NLog.Common,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.Common' NLog.Targets' NLog.Config' NLog.Layouts' NLog
Cyclic Dependency,NLog.netfx20,NLog.Conditions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.Conditions' NLog.Internal' NLog.Config' NLog.Layouts
Cyclic Dependency,NLog.netfx20,NLog.Conditions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.Conditions' NLog.Internal' NLog.Targets' NLog.Config
Cyclic Dependency,NLog.netfx20,NLog.Config,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.Config' NLog.Layouts
Cyclic Dependency,NLog.netfx20,NLog.Config,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.Config' NLog.Layouts' NLog.Targets
Cyclic Dependency,NLog.netfx20,NLog.Config,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.Config' NLog.Internal' NLog.Layouts' NLog.Targets
Cyclic Dependency,NLog.netfx20,NLog.Config,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.Config' NLog.Layouts' NLog
Cyclic Dependency,NLog.netfx20,NLog.Config,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.Config' NLog.Targets
Cyclic Dependency,NLog.netfx20,NLog.Config,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.Config' NLog.Layouts' NLog' NLog.Targets
Cyclic Dependency,NLog.netfx20,NLog.Filters,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.Filters' NLog.Config' NLog.Layouts' NLog
Cyclic Dependency,NLog.netfx20,NLog,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog' NLog.Layouts
Cyclic Dependency,NLog.netfx20,NLog,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog' NLog.Config
Cyclic Dependency,NLog.netfx20,NLog,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog' NLog.Config' NLog.Targets
Cyclic Dependency,NLog.netfx20,NLog.Internal,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.Internal' NLog.Targets' NLog.Config
Cyclic Dependency,NLog.netfx20,NLog.Internal,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.Internal' NLog' NLog.Config' NLog.Targets
Cyclic Dependency,NLog.netfx20,NLog.LayoutRenderers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.LayoutRenderers' NLog.Config' NLog.Internal
Cyclic Dependency,NLog.netfx20,NLog.LayoutRenderers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.LayoutRenderers' NLog.Config' NLog.Layouts' NLog.Targets
Cyclic Dependency,NLog.netfx20,NLog.LayoutRenderers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NLog.LayoutRenderers' NLog.Config' NLog.Layouts' NLog
Unstable Dependency,NLog.netfx20,NLog.Common,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): NLog.Internal' NLog
Unstable Dependency,NLog.netfx20,NLog.Config,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): NLog.Targets' NLog.LayoutRenderers' NLog.Layouts' NLog.Conditions' NLog.Targets.Wrappers
Unstable Dependency,NLog.netfx20,NLog.Filters,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): NLog.Config
Unstable Dependency,NLog.netfx20,NLog,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): NLog.Internal' NLog.Layouts' NLog.Config' NLog.Targets' NLog.Filters
Unstable Dependency,NLog.netfx20,NLog.Internal,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): NLog.Config' Xceed.Wpf.Toolkit' NLog.Conditions' NLog.Targets
Unstable Dependency,NLog.netfx20,NLog.Internal.FileAppenders,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): NLog.Targets
Unstable Dependency,NLog.netfx20,NLog.Layouts,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): NLog.LayoutRenderers' NLog.Conditions' NLog.LayoutRenderers.Wrappers
Unstable Dependency,NLog.netfx20,NLog.Targets,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): NLog.LayoutRenderers
Ambiguous Interface,NLog.netfx20,NLog.Filters,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: Filter
God Component,NLog.netfx20,NLog.Internal,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 38
God Component,NLog.netfx20,NLog.LayoutRenderers,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 49
God Component,NLog.netfx20,NLog.Targets,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 44
Feature Concentration,NLog.netfx20,NLog.Conditions,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ConditionAndExpression' ConditionExpression' ConditionLayoutExpression' ConditionLevelExpression' ConditionLiteralExpression' ConditionLoggerNameExpression' ConditionMessageExpression' ConditionMethodExpression' ConditionNotExpression' ConditionOrExpression' ConditionParser' ConditionRelationalExpression' ConditionRelationalOperator' ConditionTokenizer' ConditionTokenType]' [ConditionEvaluationException]' [ConditionMethodAttribute]' [ConditionMethods]' [ConditionMethodsAttribute]' [ConditionParseException]. LCC (Lack of Component Cohesion) = 0.3
Feature Concentration,NLog.netfx20,NLog.Config,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AdvancedAttribute]' [AppDomainFixedOutputAttribute]' [ArrayParameterAttribute]' [ConfigSectionHandler' XmlLoggingConfiguration' ConfigurationItemFactory' Factory' IFactory' INamedItemFactory' MethodFactory' IInstallable' InstallationContext' LoggingConfiguration' LoggingConfigurationChangedEventArgs' LoggingRule' SimpleConfigurator' NLogXmlElement]' [DefaultParameterAttribute]' [LoggingConfigurationReloadedEventArgs]' [NameBaseAttribute]' [NLogConfigurationItemAttribute]' [RequiredParameterAttribute]' [StackTraceUsage]' [ThreadAgnosticAttribute]. LCC (Lack of Component Cohesion) = 0.46
Feature Concentration,NLog.netfx20,NLog.Filters,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ConditionBasedFilter' Filter' FilterResult' LayoutBasedFilter' WhenContainsFilter' WhenEqualFilter' WhenNotContainsFilter' WhenNotEqualFilter]' [FilterAttribute]. LCC (Lack of Component Cohesion) = 0.22
Feature Concentration,NLog.netfx20,NLog,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GDC' GlobalDiagnosticsContext]' [LogEventInfo' Logger' LoggerImpl' LogLevel' NLogRuntimeException' NLogTraceListener' LogFactory' LogManager]' [MappedDiagnosticsContext' MDC]' [NDC' NestedDiagnosticsContext]' [NLogConfigurationException]. LCC (Lack of Component Cohesion) = 0.33
Feature Concentration,NLog.netfx20,NLog.Internal,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AspHelper' NativeMethods' Win32ThreadIDHelper' FileInfoHelper' PlatformDetector' PortableFileInfoHelper' RuntimeOS' ThreadIDHelper' Win32FileInfoHelper' Win32FileNativeMethods' PortableThreadIDHelper]' [CurrentTimeGetter]' [DictionaryAdapter]' [EnumerableHelpers]' [EnvironmentHelper]' [ExceptionHelper]' [FactoryHelper]' [FormHelper]' [IRenderable]' [ISmtpClient' MySmtpClient]' [ISupportsInitialize]' [IUsesStackTrace]' [LoggerConfiguration' TargetWithFilterChain' ObjectGraphScanner' PropertyHelper]' [MessageBoxHelper]' [MultiFileWatcher]' [ParameterUtils]' [ReflectionHelpers]' [SimpleStringReader]' [SingleCallContinuation]' [SortHelpers]' [StackTraceUsageUtils]' [ThreadLocalStorageHelper]' [TimeoutContinuation]' [UrlHelper]. LCC (Lack of Component Cohesion) = 0.63
Feature Concentration,NLog.netfx20,NLog.Layouts,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CsvColumn' Layout' LayoutWithHeaderAndFooter' Log4JXmlEventLayout' SimpleLayout' CsvColumnDelimiterMode' CsvLayout' CsvQuotingMode' LayoutParser]' [LayoutAttribute]. LCC (Lack of Component Cohesion) = 0.2
Feature Concentration,NLog.netfx20,NLog.LogReceiverService,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ILogReceiverClient' NLogEvents' SoapLogReceiverClient' StringCollection' NLogEvent]' [LogReceiverServiceConfig]. LCC (Lack of Component Cohesion) = 0.33
Scattered Functionality,NLog.netfx20,NLog.Targets,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: NLog' NLog.Layouts
Scattered Functionality,NLog.netfx20,NLog.Targets.Wrappers,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: NLog.Targets' NLog
Scattered Functionality,NLog.netfx20,NLog.Targets.Wrappers,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: NLog.Common' NLog.Targets
