Method,LOC,CC,PC
changePassword:HandleRequest,24,6,1
setName:HandleRequest,33,7,1
purchaseCharSlot:HandleRequest,37,8,1
sendVerifyEmail:HandleRequest,4,1,1
forgotPassword:HandleRequest,4,1,1
verify:HandleRequest,23,5,1
register:IsUsername,7,1,1
register:HandleRequest,34,9,1
fame:HandleRequest,25,7,1
list:HandleRequest,48,7,1
list:GetServersForRank,10,6,1
list:GetServers,23,1,0
list:YoureBanned,14,1,0
delete:HandleRequest,23,6,1
listMembers:HandleRequest,21,6,1
setBoard:HandleRequest,16,5,1
getBoard:HandleRequest,21,6,1
add:HandleRequest,44,5,1
getoffers:HandleRequest,4,1,1
list:HandleRequest,75,22,1
crossdomain:HandleRequest,7,1,1
IRequestHandler:HandleRequest,1,1,1
Program:Main,20,2,3
Program:ListenerCallback,14,3,0
Program:Worker,18,3,0
Program:ProcessRequest,19,4,1
get:HandleRequest,32,12,1
